Gemeinde/Stadt,BdSt-Musterhaushalt Gesamtbelastung 2020 in Euro,Niederschlagswassergebührensatz in Euro,Schmutzwassergebührensatz in Euro,Sondergebühren NW in Euro,Grundgebühr jährlich in Euro,BdSt-Musterhaushalt Gesamtbelastung 2019 in Euro,Veränderung zum Vorjahr,Fernsehstudio,Hörfunk,Schmutzwassergebührensatz Durchschnitt in Euro,Niederschlagswassergebührensatz Durchschnitt in Euro,Sondergebühren NW Durchschnitt in Euro,Grundgebühr jährlich in Euro Durchschnitt,BdSt-Musterhaushalt Gesamtbelastung 2020 in Euro Durchschnitt,BdSt-Musterhaushalt Gesamtbelastung 2019 in Euro Durchschnitt,Veränderung zum Vorjahr Durchschnitt,Schmutzwassergebühr im Vergleich,Vergleich Schmutzwasser Text,Niederschlagsgebühren im Vergleich,Vergleich Schmutzwasser Text1,BdSt-Musterhaushalt Gesamtbelastung 2020 in Euro Vergleich zum Durchschnitt,X.1
Rheda-Wiedenbrück,651.7,0.89,2.68,null,null,580.6,0.122459525,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-11.00825116,unter dem Durchschnitt,4.586605912,über dem Durchschnitt,-10.29521605,unter dem Durchschnitt
Rhede,650.2,0.34,3.03,null,null,650.2,0,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,0.613805595,über dem Durchschnitt,-60.04556628,unter dem Durchschnitt,-10.50168708,unter dem Durchschnitt
Rheinbach,770.8,1.56,2.84,null,null,790.3,-0.024674174,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-5.695310928,unter dem Durchschnitt,83.32034295,über dem Durchschnitt,6.098584429,über dem Durchschnitt
Rheinberg,951.4,0.98,4.12,null,null,946.1,0.005601945,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,36.80821091,über dem Durchschnitt,15.16277954,über dem Durchschnitt,30.95769749,über dem Durchschnitt
Rheine,586.2,0.94,2.32,null,null,587.8,-0.002722014,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-22.96236667,unter dem Durchschnitt,10.46225793,über dem Durchschnitt,-19.31111807,unter dem Durchschnitt
Rheurdt,672.9,0.73,2.89,null,null,614.9,0.09432428,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-4.035017106,unter dem Durchschnitt,-14.21548054,unter dem Durchschnitt,-7.377092031,unter dem Durchschnitt
Rietberg,531.6,0.32,2.45,null,null,561.6,-0.053418803,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-18.64560274,unter dem Durchschnitt,-62.39582709,unter dem Durchschnitt,-26.82666388,unter dem Durchschnitt
Rödinghausen,705.4,0.38,3.28,null,null,706.7,-0.001839536,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,8.915274703,über dem Durchschnitt,-55.34504467,unter dem Durchschnitt,-2.903552859,unter dem Durchschnitt
Roetgen,840.4,1.08,3.5,null,null,837.8,0.003103366,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,16.22056752,über dem Durchschnitt,26.91408358,über dem Durchschnitt,15.67884063,über dem Durchschnitt
Rommerskirchen,967,1.3,3.99,null,null,943.6,0.024798643,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,32.49144697,über dem Durchschnitt,52.76695246,über dem Durchschnitt,33.10499629,über dem Durchschnitt
Rosendahl,573.6,0.72,2.4,null,null,582.2,-0.014771556,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-20.30589656,unter dem Durchschnitt,-15.39061095,unter dem Durchschnitt,-21.04547479,unter dem Durchschnitt
Rösrath,967.2,1.28,3.8,null,40.8,967.2,0,Köln,Köln,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,26.18233045,über dem Durchschnitt,50.41669165,über dem Durchschnitt,33.13252577,über dem Durchschnitt
Ruppichteroth,919.7,0.69,3.79,null,72,910.8,0.009771629,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,25.85027168,über dem Durchschnitt,-18.91600216,unter dem Durchschnitt,26.59427621,über dem Durchschnitt
Rüthen,737.8,0.46,2.49,null,180,737.8,0,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-17.31736768,unter dem Durchschnitt,-45.94400144,unter dem Durchschnitt,1.556221577,über dem Durchschnitt
Saerbeck,633.8,0.46,2.87,null,null,633.8,0,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-4.699134635,unter dem Durchschnitt,-45.94400144,unter dem Durchschnitt,-12.75910377,unter dem Durchschnitt
Salzkotten,434.6,0.42,1.9,null,null,454.6,-0.043994721,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-36.90883478,unter dem Durchschnitt,-50.64452305,unter dem Durchschnitt,-40.17845772,unter dem Durchschnitt
Sankt Augustin,736.3,1.51,2.7,null,null,658.8,0.11763813,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-10.34413363,unter dem Durchschnitt,77.44469093,über dem Durchschnitt,1.349750538,über dem Durchschnitt
Sassenberg,686.6,0.42,3.16,null,null,639.4,0.073819206,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,4.930569531,über dem Durchschnitt,-50.64452305,unter dem Durchschnitt,-5.491323211,unter dem Durchschnitt
Schalksmühle,834.3,1.31,3.32,null,null,813.2,0.025946877,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,10.24350976,über dem Durchschnitt,53.94208286,über dem Durchschnitt,14.83919173,über dem Durchschnitt
Schermbeck,518,0.6,2.2,null,null,585.8,-0.11573916,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-26.94707185,unter dem Durchschnitt,-29.49217579,unter dem Durchschnitt,-28.69866796,unter dem Durchschnitt
Schieder-Schwalenberg,921.1,0.67,4.17,null,null,921.1,0,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,38.46850473,über dem Durchschnitt,-21.26626297,unter dem Durchschnitt,26.78698251,über dem Durchschnitt
Schlangen,648.8,0.52,2.69,null,43.2,598.8,0.083500334,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-10.67619239,unter dem Durchschnitt,-38.89321902,unter dem Durchschnitt,-10.69439339,unter dem Durchschnitt
Schleiden,1041,0.9,4.62,null,null,1092.2,-0.046877861,Aachen,Aachen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,53.41114912,über dem Durchschnitt,5.761736315,über dem Durchschnitt,43.29090087,über dem Durchschnitt
Schloß Holte-Stukenbrock,344,0.2,1.59,null,null,344,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-47.20265647,unter dem Durchschnitt,-76.49739193,unter dem Durchschnitt,-52.64930845,unter dem Durchschnitt
Schmallenberg,647.8,0.42,2.3,null,133.2,647.8,0,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-23.6264842,unter dem Durchschnitt,-50.64452305,unter dem Durchschnitt,-10.83204075,unter dem Durchschnitt
Schöppingen,507,0.3,2.34,null,null,507,0,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-22.29824914,unter dem Durchschnitt,-64.74608789,unter dem Durchschnitt,-30.21278891,unter dem Durchschnitt
Schwalmtal,774.6,1.82,2.69,null,null,772.6,0.002588662,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-10.67619239,unter dem Durchschnitt,113.8737334,über dem Durchschnitt,6.621644394,über dem Durchschnitt
Schwelm,814.2,1.34,3.2,null,null,809,0.006427689,Dortmund,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,6.258804588,über dem Durchschnitt,57.46747407,über dem Durchschnitt,12.07247982,über dem Durchschnitt
Schwerte,868,1.2,3.56,null,null,887.1,-0.021530831,Dortmund,Dortmund,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,18.2129201,über dem Durchschnitt,41.01564842,über dem Durchschnitt,19.47790774,über dem Durchschnitt
Selfkant,638.8,0.56,2.83,null,null,706,-0.095184136,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-6.027369692,unter dem Durchschnitt,-34.1926974,unter dem Durchschnitt,-12.07086698,unter dem Durchschnitt
Selm,990.8,1.56,3.94,null,null,994.1,-0.003319586,Dortmund,Dortmund,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,30.83115315,über dem Durchschnitt,83.32034295,über dem Durchschnitt,36.38100344,über dem Durchschnitt
Senden,468.9,0.33,2.13,null,null,468.9,0,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-29.2714832,unter dem Durchschnitt,-61.22069668,unter dem Durchschnitt,-35.4571533,unter dem Durchschnitt
Sendenhorst,617.5,0.75,2.6,null,null,617.5,0,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-13.66472127,unter dem Durchschnitt,-11.86521974,unter dem Durchschnitt,-15.00275573,unter dem Durchschnitt
Siegburg,1160.7,2.19,4.38,null,null,1160.7,0,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,45.44173878,über dem Durchschnitt,157.3535584,über dem Durchschnitt,59.76728976,über dem Durchschnitt
Siegen,521.2,0.84,2.06,null,null,502.6,0.037007561,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-31.59589455,unter dem Durchschnitt,-1.289046106,unter dem Durchschnitt,-28.25819641,unter dem Durchschnitt
Simmerath,1003.1,0.67,3.98,null,120,1011.6,-0.008402531,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,32.15938821,über dem Durchschnitt,-21.26626297,unter dem Durchschnitt,38.07406596,über dem Durchschnitt
Soest,630.5,0.65,2.73,null,null,636.4,-0.009270899,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-9.347957335,unter dem Durchschnitt,-23.61652377,unter dem Durchschnitt,-13.21334006,unter dem Durchschnitt
Solingen,738.8,1.16,2.94,null,null,734.7,0.005580509,Wuppertal,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-2.374723284,unter dem Durchschnitt,36.31512681,über dem Durchschnitt,1.693868936,über dem Durchschnitt
Sonsbeck,803.5,0.95,3.4,null,null,749.6,0.071905016,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,12.89997988,über dem Durchschnitt,11.63738833,über dem Durchschnitt,10.59965307,über dem Durchschnitt
Spenge,878.4,0.68,3.95,null,null,878.4,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,31.16321191,über dem Durchschnitt,-20.09113256,unter dem Durchschnitt,20.90944027,über dem Durchschnitt
Sprockhövel,812.6,1.02,3.4,null,null,812.6,0,Dortmund,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,12.89997988,über dem Durchschnitt,19.86330116,über dem Durchschnitt,11.85224404,über dem Durchschnitt
Stadtlohn,520.3,0.71,2.14,null,null,488.4,0.065315315,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-28.93942443,unter dem Durchschnitt,-16.56574135,unter dem Durchschnitt,-28.38207904,unter dem Durchschnitt
Steinfurt,538,0.4,2.43,null,null,592.6,-0.092136348,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-19.30972027,unter dem Durchschnitt,-52.99478386,unter dem Durchschnitt,-25.94572078,unter dem Durchschnitt
Steinhagen,600.7,0.59,2.62,null,null,565.9,0.061494964,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-13.00060374,unter dem Durchschnitt,-30.66730619,unter dem Durchschnitt,-17.31523136,unter dem Durchschnitt
Steinheim,706.7,0.39,3.28,null,null,592.3,0.193145366,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,8.915274703,über dem Durchschnitt,-54.16991426,unter dem Durchschnitt,-2.724611292,unter dem Durchschnitt
Stemwede,1057.7,1.65,3.58,null,127.2,907.7,0.165252837,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,18.87703763,über dem Durchschnitt,93.89651658,über dem Durchschnitt,45.58961177,über dem Durchschnitt
Stolberg (Rhld.),712,1.2,2.78,null,null,757.8,-0.06043811,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-7.687663514,unter dem Durchschnitt,41.01564842,über dem Durchschnitt,-1.995080289,unter dem Durchschnitt
Straelen,660.1,0.97,2.67,null,null,691.3,-0.045132359,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-11.34030992,unter dem Durchschnitt,13.98764914,über dem Durchschnitt,-9.138978228,unter dem Durchschnitt
Südlohn,659.4,0.58,2.92,null,null,623,0.058426966,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-3.038840813,unter dem Durchschnitt,-31.8424366,unter dem Durchschnitt,-9.23533138,unter dem Durchschnitt
Sundern (Sauerland),754.5,0.65,3.35,null,null,737.1,0.023606024,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,11.23968605,über dem Durchschnitt,-23.61652377,unter dem Durchschnitt,3.854932475,über dem Durchschnitt
Swisttal,737,0.9,3.1,null,null,759,-0.028985507,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,2.938216945,über dem Durchschnitt,5.761736315,über dem Durchschnitt,1.44610369,über dem Durchschnitt
Tecklenburg,799.3,1.01,3.34,null,null,811,-0.014426634,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,10.90762729,über dem Durchschnitt,18.68817075,über dem Durchschnitt,10.02153416,über dem Durchschnitt
Telgte,580.5,0.65,2.48,null,null,576.6,0.006763788,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-17.64942644,unter dem Durchschnitt,-23.61652377,unter dem Durchschnitt,-20.09570802,unter dem Durchschnitt
Titz,1011.5,1.15,4.31,null,null,1020.9,-0.009207562,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,43.11732743,über dem Durchschnitt,35.1399964,über dem Durchschnitt,39.23030378,über dem Durchschnitt
Tönisvorst,628.2,1.14,2.4,null,null,594.4,0.056864065,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-20.30589656,unter dem Durchschnitt,33.964866,über dem Durchschnitt,-13.52992899,unter dem Durchschnitt
Troisdorf,840.8,1.36,3.32,null,null,840.8,0,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,10.24350976,über dem Durchschnitt,59.81773488,über dem Durchschnitt,15.73389957,über dem Durchschnitt
Übach-Palenberg,678.4,1.08,2.69,null,null,678.4,0,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-10.67619239,unter dem Durchschnitt,26.91408358,über dem Durchschnitt,-6.620031556,unter dem Durchschnitt
Uedem,608.8,0.76,2.55,null,null,555.6,0.09575234,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-15.32501509,unter dem Durchschnitt,-10.69008933,unter dem Durchschnitt,-16.20028775,unter dem Durchschnitt
Unna,699.2,1.24,2.69,null,null,739.7,-0.054751926,Dortmund,Dortmund,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-10.67619239,unter dem Durchschnitt,45.71617003,über dem Durchschnitt,-3.756966486,unter dem Durchschnitt
Velbert,773.8,1.66,2.79,null,null,781.1,-0.009345794,Wuppertal,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-7.355604749,unter dem Durchschnitt,95.07164698,über dem Durchschnitt,6.511526506,über dem Durchschnitt
Velen,345.2,0.24,1.57,null,null,330.6,0.044162129,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-47.866774,unter dem Durchschnitt,-71.79687032,unter dem Durchschnitt,-52.48413162,unter dem Durchschnitt
Verl,355.2,0.24,1.62,null,null,355.2,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-46.20648018,unter dem Durchschnitt,-71.79687032,unter dem Durchschnitt,-51.10765803,unter dem Durchschnitt
Versmold,531.4,0.78,2.15,null,null,545.8,-0.026383291,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-28.60736567,unter dem Durchschnitt,-8.339828527,unter dem Durchschnitt,-26.85419335,unter dem Durchschnitt
Vettweiß,911.6,0.92,3.96,null,null,857.3,0.063338388,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,31.49527068,über dem Durchschnitt,8.111997122,über dem Durchschnitt,25.4793326,über dem Durchschnitt
Viersen,877.3,1.41,3.47,null,null,861.3,0.01857657,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,15.22439123,über dem Durchschnitt,65.69338689,über dem Durchschnitt,20.75802818,über dem Durchschnitt
Vlotho,773.6,0.92,3.27,null,null,773.6,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,8.583215939,über dem Durchschnitt,8.111997122,über dem Durchschnitt,6.483997035,über dem Durchschnitt
Voerde (Niederrhein),666.8,1.16,2.58,null,null,673.3,-0.009653943,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-14.3288388,unter dem Durchschnitt,36.31512681,über dem Durchschnitt,-8.216740922,unter dem Durchschnitt
Vreden,454.3,0.31,2.07,null,null,449.7,0.010229042,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-31.26383578,unter dem Durchschnitt,-63.57095749,unter dem Durchschnitt,-37.46680474,unter dem Durchschnitt
Wachtberg,813,1.5,2.65,null,88,813,0,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-12.00442745,unter dem Durchschnitt,76.26956053,über dem Durchschnitt,11.90730298,über dem Durchschnitt
Wachtendonk,724.3,1.11,2.9,null,null,618.7,0.170680459,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-3.702958342,unter dem Durchschnitt,30.43947479,über dem Durchschnitt,-0.302017771,unter dem Durchschnitt
Wadersloh,629.1,0.67,2.53,null,36,603.9,0.041728763,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-15.98913262,unter dem Durchschnitt,-21.26626297,unter dem Durchschnitt,-13.40604636,unter dem Durchschnitt
Waldbröl,1246.6,1.02,4.98,null,118,1118.2,0.114827401,Köln,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,65.36526464,über dem Durchschnitt,19.86330116,über dem Durchschnitt,71.59119791,über dem Durchschnitt
Waldfeucht,747.1,0.87,3.17,null,null,741.9,0.007009031,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,5.262628295,über dem Durchschnitt,2.236345105,über dem Durchschnitt,2.836342017,über dem Durchschnitt
Waltrop,673.9,1.03,2.7,null,null,678.5,-0.006779661,Dortmund,Dortmund,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-10.34413363,unter dem Durchschnitt,21.03843156,über dem Durchschnitt,-7.239444672,unter dem Durchschnitt
Warburg,548.7,0.39,2.49,null,null,548.7,0,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-17.31736768,unter dem Durchschnitt,-54.16991426,unter dem Durchschnitt,-24.47289404,unter dem Durchschnitt
Warendorf,547.8,0.46,2.05,null,78,533.4,0.026996625,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-31.92795331,unter dem Durchschnitt,-45.94400144,unter dem Durchschnitt,-24.59677666,unter dem Durchschnitt
Warstein,698.8,0.76,3,null,null,698.8,0,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-0.382370698,unter dem Durchschnitt,-10.69008933,unter dem Durchschnitt,-3.812025429,unter dem Durchschnitt
Wassenberg,761.5,1.55,2.8,null,null,831.8,-0.084515509,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-7.023545985,unter dem Durchschnitt,82.14521254,über dem Durchschnitt,4.818463989,über dem Durchschnitt
Weeze,780.8,1.16,3.15,null,null,775.6,0.006704487,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,4.598510767,über dem Durchschnitt,36.31512681,über dem Durchschnitt,7.47505802,über dem Durchschnitt
Wegberg,1004.5,1.05,4.34,null,null,1021.1,-0.016256978,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,44.11350372,über dem Durchschnitt,23.38869237,über dem Durchschnitt,38.26677226,über dem Durchschnitt
Weilerswist,964.2,1.14,4.08,null,null,953.6,0.011115772,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,35.47997585,über dem Durchschnitt,33.964866,über dem Durchschnitt,32.71958369,über dem Durchschnitt
Welver,808.4,0.88,3.47,null,null,785,0.029808917,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,15.22439123,über dem Durchschnitt,3.411475508,über dem Durchschnitt,11.27412513,über dem Durchschnitt
Wenden,676.9,0.53,3.04,null,null,647.5,0.045405405,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,0.945864359,über dem Durchschnitt,-37.71808861,unter dem Durchschnitt,-6.826502595,unter dem Durchschnitt
Werdohl,695.5,0.95,2.86,null,null,695.5,0,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-5.031193399,unter dem Durchschnitt,11.63738833,über dem Durchschnitt,-4.266261715,unter dem Durchschnitt
Werl,715.4,0.98,2.94,null,null,721,-0.00776699,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-2.374723284,unter dem Durchschnitt,15.16277954,über dem Durchschnitt,-1.527079268,unter dem Durchschnitt
Wermelskirchen,820.9,1.33,3.24,null,null,820.9,0,Wuppertal,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,7.587039646,über dem Durchschnitt,56.29234367,über dem Durchschnitt,12.99471712,über dem Durchschnitt
Werne,693.1,1.27,2.64,null,null,629.3,0.101382488,Dortmund,Dortmund,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-12.33648621,unter dem Durchschnitt,49.24156124,über dem Durchschnitt,-4.596615377,unter dem Durchschnitt
Werther (Westf.),686.3,0.71,2.97,null,null,604.3,0.135694192,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-1.378546991,unter dem Durchschnitt,-16.56574135,unter dem Durchschnitt,-5.532617419,unter dem Durchschnitt
Wesel,780,1,3.25,null,null,781.3,-0.001663894,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,7.91909841,über dem Durchschnitt,17.51304035,über dem Durchschnitt,7.364940133,über dem Durchschnitt
Wesseling,488.8,0.96,1.82,null,null,508.8,-0.039308176,Köln,Köln,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-39.56530489,unter dem Durchschnitt,12.81251874,über dem Durchschnitt,-32.71797085,unter dem Durchschnitt
Westerkappeln,605.1,0.27,2.85,null,null,605.1,0,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-5.363252163,unter dem Durchschnitt,-68.27147911,unter dem Durchschnitt,-16.70958298,unter dem Durchschnitt
Wetter (Ruhr),816.5,1.05,3.4,null,null,806.5,0.012399256,Dortmund,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,12.89997988,über dem Durchschnitt,23.38869237,über dem Durchschnitt,12.38906874,über dem Durchschnitt
Wettringen,464.8,0.26,2.03,null,25,464.8,0,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-32.59207084,unter dem Durchschnitt,-69.44660951,unter dem Durchschnitt,-36.02150747,unter dem Durchschnitt
Wickede (Ruhr),603.3,0.61,2.62,null,null,578,0.043771626,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-13.00060374,unter dem Durchschnitt,-28.31704539,unter dem Durchschnitt,-16.95734823,unter dem Durchschnitt
Wiehl,818,0.6,3.7,null,null,818,0,Köln,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,22.86174281,über dem Durchschnitt,-29.49217579,unter dem Durchschnitt,12.59553978,über dem Durchschnitt
Willebadessen,880.7,0.39,3.55,null,120,880.7,0,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,17.88086134,über dem Durchschnitt,-54.16991426,unter dem Durchschnitt,21.2260292,über dem Durchschnitt
Willich,728.9,1.13,2.91,null,null,814.9,-0.105534421,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-3.370899577,unter dem Durchschnitt,32.7897356,über dem Durchschnitt,0.331160081,über dem Durchschnitt
